Unnamed: 0,User,org:resource,concept:name,Cumulative net worth (EUR),time:timestamp,case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case:concept:name,case:Goods Receipt
1594955,1594955,NONE,NONE,Vendor creates invoice,11135.0,2019-01-01 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076275,Purchase order,vendorID_1927,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1851,False,10,4508076275_00010,False
1594956,1594956,NONE,NONE,Clear Invoice,11135.0,2019-01-01 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076275,Purchase order,vendorID_1927,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1851,False,10,4508076275_00010,False
1594957,1594957,user_602,user_602,Create Purchase Order Item,9547.0,2018-12-12 15:07:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076276,Purchase order,vendorID_1928,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1852,False,10,4508076276_00010,False
1594958,1594958,user_603,user_603,Change Approval for Purchase Order,9547.0,2018-12-14 16:56:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076276,Purchase order,vendorID_1928,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1852,False,10,4508076276_00010,False
1594959,1594959,user_359,user_359,Record Invoice Receipt,9547.0,2018-12-17 04:56:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076276,Purchase order,vendorID_1928,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1852,False,10,4508076276_00010,False
1594960,1594960,NONE,NONE,Vendor creates invoice,9547.0,2018-12-25 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076276,Purchase order,vendorID_1928,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1852,False,10,4508076276_00010,False
1594961,1594961,user_602,user_602,Create Purchase Order Item,21073.0,2018-12-13 07:49:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076277,Purchase order,vendorID_1929,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1853,False,10,4508076277_00010,False
1594962,1594962,user_603,user_603,Change Approval for Purchase Order,21073.0,2018-12-14 16:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076277,Purchase order,vendorID_1929,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1853,False,10,4508076277_00010,False
1594963,1594963,user_602,user_602,Create Purchase Order Item,3671.0,2018-12-13 10:41:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,10,4508076278_00010,False
1594964,1594964,user_603,user_603,Change Approval for Purchase Order,3671.0,2018-12-14 16:56:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,10,4508076278_00010,False
1594965,1594965,user_602,user_602,Change Approval for Purchase Order,3671.0,2019-01-09 09:04:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,10,4508076278_00010,False
1594966,1594966,user_603,user_603,Change Approval for Purchase Order,3671.0,2019-01-09 10:24:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,10,4508076278_00010,False
1594967,1594967,user_603,user_603,Change Approval for Purchase Order,3671.0,2018-12-14 16:56:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,20,4508076278_00020,False
1594968,1594968,NONE,NONE,Vendor creates invoice,3671.0,2019-01-02 22:59:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,20,4508076278_00020,False
1594969,1594969,user_602,user_602,Change Approval for Purchase Order,3671.0,2019-01-09 09:04:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,20,4508076278_00020,False
1594970,1594970,user_602,user_602,Create Purchase Order Item,3671.0,2019-01-09 09:04:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,20,4508076278_00020,False
1594971,1594971,user_603,user_603,Change Approval for Purchase Order,3671.0,2019-01-09 10:24:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,20,4508076278_00020,False
1594972,1594972,user_359,user_359,Record Invoice Receipt,3671.0,2019-01-10 10:19:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,20,4508076278_00020,False
1594973,1594973,user_603,user_603,Change Approval for Purchase Order,773.0,2018-12-14 16:56:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,30,4508076278_00030,False
1594974,1594974,user_602,user_602,Change Approval for Purchase Order,773.0,2019-01-09 09:04:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,30,4508076278_00030,False
1594975,1594975,user_602,user_602,Create Purchase Order Item,773.0,2019-01-09 09:04:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,30,4508076278_00030,False
1594976,1594976,user_603,user_603,Change Approval for Purchase Order,773.0,2019-01-09 10:24:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076278,Purchase order,vendorID_1930,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1854,False,30,4508076278_00030,False
1594977,1594977,user_602,user_602,Create Purchase Order Item,3991.0,2018-12-13 10:46:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076279,Purchase order,vendorID_1851,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1775,False,10,4508076279_00010,False
1594978,1594978,user_603,user_603,Change Approval for Purchase Order,3991.0,2018-12-14 16:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076279,Purchase order,vendorID_1851,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1775,False,10,4508076279_00010,False
1594979,1594979,user_603,user_603,Change Approval for Purchase Order,263.0,2018-12-14 16:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076279,Purchase order,vendorID_1851,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1775,False,20,4508076279_00020,False
1594980,1594980,NONE,NONE,Vendor creates invoice,263.0,2019-01-03 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076279,Purchase order,vendorID_1851,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1775,False,20,4508076279_00020,False
1594981,1594981,user_602,user_602,Create Purchase Order Item,263.0,2019-01-09 14:29:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076279,Purchase order,vendorID_1851,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1775,False,20,4508076279_00020,False
1594982,1594982,user_359,user_359,Record Invoice Receipt,263.0,2019-01-10 09:50:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076279,Purchase order,vendorID_1851,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1775,False,20,4508076279_00020,False
1594983,1594983,user_604,user_604,Clear Invoice,263.0,2019-01-16 16:23:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076279,Purchase order,vendorID_1851,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1775,False,20,4508076279_00020,False
1594984,1594984,user_602,user_602,Create Purchase Order Item,6226.0,2018-12-13 10:52:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,10,4508076280_00010,False
1594985,1594985,user_603,user_603,Change Approval for Purchase Order,6226.0,2018-12-14 16:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,10,4508076280_00010,False
1594986,1594986,user_602,user_602,Change Approval for Purchase Order,6226.0,2019-01-03 11:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,10,4508076280_00010,False
1594987,1594987,user_603,user_603,Change Approval for Purchase Order,6226.0,2019-01-03 14:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,10,4508076280_00010,False
1594988,1594988,NONE,NONE,Vendor creates invoice,2050.0,2018-10-16 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,20,4508076280_00020,False
1594989,1594989,user_603,user_603,Change Approval for Purchase Order,2050.0,2018-12-14 16:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,20,4508076280_00020,False
1594990,1594990,user_602,user_602,Change Approval for Purchase Order,2050.0,2019-01-03 11:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,20,4508076280_00020,False
1594991,1594991,user_602,user_602,Create Purchase Order Item,2050.0,2019-01-03 11:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,20,4508076280_00020,False
1594992,1594992,user_603,user_603,Change Approval for Purchase Order,2050.0,2019-01-03 14:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,20,4508076280_00020,False
1594993,1594993,user_359,user_359,Record Invoice Receipt,2050.0,2019-01-04 11:04:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,20,4508076280_00020,False
1594994,1594994,user_604,user_604,Clear Invoice,2050.0,2019-01-10 10:50:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076280,Purchase order,vendorID_1931,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1855,False,20,4508076280_00020,False
1594995,1594995,NONE,NONE,Vendor creates invoice,25144.0,2018-12-03 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076281,Purchase order,vendorID_1932,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1856,False,10,4508076281_00010,False
1594996,1594996,user_602,user_602,Create Purchase Order Item,25144.0,2018-12-13 13:36:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076281,Purchase order,vendorID_1932,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1856,False,10,4508076281_00010,False
1594997,1594997,user_603,user_603,Change Approval for Purchase Order,25144.0,2018-12-14 16:56:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076281,Purchase order,vendorID_1932,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1856,False,10,4508076281_00010,False
1594998,1594998,user_359,user_359,Record Invoice Receipt,25144.0,2018-12-17 05:29:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076281,Purchase order,vendorID_1932,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1856,False,10,4508076281_00010,False
1594999,1594999,NONE,NONE,Vendor creates invoice,10656.0,2018-12-03 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076282,Purchase order,vendorID_1933,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1857,False,10,4508076282_00010,False
1595000,1595000,user_602,user_602,Create Purchase Order Item,10656.0,2018-12-13 13:41:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076282,Purchase order,vendorID_1933,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1857,False,10,4508076282_00010,False
1595001,1595001,user_603,user_603,Change Approval for Purchase Order,10656.0,2018-12-14 16:57:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076282,Purchase order,vendorID_1933,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1857,False,10,4508076282_00010,False
1595002,1595002,user_359,user_359,Record Invoice Receipt,10656.0,2018-12-17 05:33:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076282,Purchase order,vendorID_1933,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1857,False,10,4508076282_00010,False
1595003,1595003,NONE,NONE,Vendor creates invoice,19396.0,2018-12-05 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076283,Purchase order,vendorID_1934,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1858,False,10,4508076283_00010,False
1595004,1595004,user_602,user_602,Create Purchase Order Item,19396.0,2018-12-13 13:44:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076283,Purchase order,vendorID_1934,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1858,False,10,4508076283_00010,False
1595005,1595005,user_603,user_603,Change Approval for Purchase Order,19396.0,2018-12-14 16:57:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076283,Purchase order,vendorID_1934,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1858,False,10,4508076283_00010,False
1595006,1595006,user_359,user_359,Record Invoice Receipt,19396.0,2018-12-17 05:35:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076283,Purchase order,vendorID_1934,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1858,False,10,4508076283_00010,False
1595007,1595007,NONE,NONE,Vendor creates invoice,6944.0,2018-12-07 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,10,4508076284_00010,False
1595008,1595008,user_602,user_602,Create Purchase Order Item,6944.0,2018-12-13 13:48:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,10,4508076284_00010,False
1595009,1595009,user_603,user_603,Change Approval for Purchase Order,6944.0,2018-12-14 16:57:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,10,4508076284_00010,False
1595010,1595010,user_359,user_359,Record Invoice Receipt,6944.0,2018-12-17 05:37:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,10,4508076284_00010,False
1595011,1595011,user_602,user_602,Change Approval for Purchase Order,6944.0,2018-12-20 10:46:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,10,4508076284_00010,False
1595012,1595012,user_603,user_603,Change Approval for Purchase Order,6944.0,2018-12-20 10:47:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,10,4508076284_00010,False
1595013,1595013,NONE,NONE,Vendor creates invoice,826.0,2018-12-07 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,20,4508076284_00020,False
1595014,1595014,user_603,user_603,Change Approval for Purchase Order,826.0,2018-12-14 16:57:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,20,4508076284_00020,False
1595015,1595015,user_602,user_602,Change Approval for Purchase Order,826.0,2018-12-20 10:46:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,20,4508076284_00020,False
1595016,1595016,user_602,user_602,Create Purchase Order Item,826.0,2018-12-20 10:46:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,20,4508076284_00020,False
1595017,1595017,user_603,user_603,Change Approval for Purchase Order,826.0,2018-12-20 10:47:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,20,4508076284_00020,False
1595018,1595018,user_359,user_359,Record Invoice Receipt,826.0,2018-12-20 17:13:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,20,4508076284_00020,False
1595019,1595019,user_604,user_604,Clear Invoice,826.0,2019-01-10 10:50:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,20,4508076284_00020,False
1595020,1595020,NONE,NONE,Vendor creates invoice,358.0,2018-12-07 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,30,4508076284_00030,False
1595021,1595021,user_603,user_603,Change Approval for Purchase Order,358.0,2018-12-14 16:57:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,30,4508076284_00030,False
1595022,1595022,user_602,user_602,Change Approval for Purchase Order,358.0,2018-12-20 10:46:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,30,4508076284_00030,False
1595023,1595023,user_602,user_602,Create Purchase Order Item,358.0,2018-12-20 10:46:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,30,4508076284_00030,False
1595024,1595024,user_603,user_603,Change Approval for Purchase Order,358.0,2018-12-20 10:47:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,30,4508076284_00030,False
1595025,1595025,user_359,user_359,Record Invoice Receipt,358.0,2018-12-20 17:13:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,30,4508076284_00030,False
1595026,1595026,user_604,user_604,Clear Invoice,358.0,2019-01-10 10:50:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076284,Purchase order,vendorID_1935,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1859,False,30,4508076284_00030,False
1595027,1595027,NONE,NONE,Vendor creates invoice,1676.0,2018-11-28 22:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,10,4508076285_00010,False
1595028,1595028,user_602,user_602,Create Purchase Order Item,1676.0,2018-12-13 13:50:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,10,4508076285_00010,False
1595029,1595029,user_603,user_603,Change Approval for Purchase Order,1676.0,2018-12-14 16:57:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,10,4508076285_00010,False
1595030,1595030,user_359,user_359,Record Invoice Receipt,1676.0,2018-12-17 05:38:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,10,4508076285_00010,False
1595031,1595031,user_602,user_602,Change Approval for Purchase Order,1676.0,2019-01-02 12:12:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,10,4508076285_00010,False
1595032,1595032,user_603,user_603,Change Approval for Purchase Order,1676.0,2019-01-02 13:06:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,10,4508076285_00010,False
1595033,1595033,NONE,NONE,Vendor creates invoice,1676.0,2018-11-28 22:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,20,4508076285_00020,False
1595034,1595034,user_602,user_602,Create Purchase Order Item,1676.0,2018-12-13 13:53:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,20,4508076285_00020,False
1595035,1595035,user_603,user_603,Change Approval for Purchase Order,1676.0,2018-12-14 16:57:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,20,4508076285_00020,False
1595036,1595036,user_359,user_359,Record Invoice Receipt,1676.0,2018-12-17 05:39:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,20,4508076285_00020,False
1595037,1595037,user_604,user_604,Clear Invoice,1676.0,2018-12-18 12:27:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,20,4508076285_00020,False
1595038,1595038,user_602,user_602,Change Approval for Purchase Order,1676.0,2019-01-02 12:12:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,20,4508076285_00020,False
1595039,1595039,user_603,user_603,Change Approval for Purchase Order,1676.0,2019-01-02 13:06:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,20,4508076285_00020,False
1595040,1595040,user_603,user_603,Change Approval for Purchase Order,1676.0,2018-12-14 16:57:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,30,4508076285_00030,False
1595041,1595041,NONE,NONE,Vendor creates invoice,1676.0,2018-12-20 22:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,30,4508076285_00030,False
1595042,1595042,user_602,user_602,Change Approval for Purchase Order,1676.0,2019-01-02 12:12:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,30,4508076285_00030,False
1595043,1595043,user_602,user_602,Create Purchase Order Item,1676.0,2019-01-02 12:12:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,30,4508076285_00030,False
1595044,1595044,user_603,user_603,Change Approval for Purchase Order,1676.0,2019-01-02 13:06:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,30,4508076285_00030,False
1595045,1595045,user_359,user_359,Record Invoice Receipt,1676.0,2019-01-02 16:46:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,30,4508076285_00030,False
1595046,1595046,user_603,user_603,Change Approval for Purchase Order,1676.0,2018-12-14 16:57:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,40,4508076285_00040,False
1595047,1595047,user_602,user_602,Change Approval for Purchase Order,1676.0,2019-01-02 12:12:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,40,4508076285_00040,False
1595048,1595048,user_602,user_602,Create Purchase Order Item,1676.0,2019-01-02 12:12:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,40,4508076285_00040,False
1595049,1595049,user_603,user_603,Change Approval for Purchase Order,1676.0,2019-01-02 13:06:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,40,4508076285_00040,False
1595050,1595050,user_603,user_603,Change Approval for Purchase Order,1676.0,2018-12-14 16:57:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,50,4508076285_00050,False
1595051,1595051,user_602,user_602,Change Approval for Purchase Order,1676.0,2019-01-02 12:12:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,50,4508076285_00050,False
1595052,1595052,user_602,user_602,Create Purchase Order Item,1676.0,2019-01-02 12:12:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076285,Purchase order,vendorID_1801,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1725,False,50,4508076285_00050,False
